timestamp,Eeg,Temperature,RH,Windspeed
2021-10-01 00:05:00+07:00,0,29.4954,84.3556,1.801
2021-10-01 00:10:00+07:00,0,29.4764,86.665,1.8248
2021-10-01 00:15:00+07:00,0,29.5004,89.8586,1.6678
2021-10-01 00:20:00+07:00,0,29.4808,88.8228,1.6554
2021-10-01 00:25:00+07:00,0,29.4218,84.7226,1.7164
2021-10-01 00:30:00+07:00,0,29.367,76.4176,1.67
2021-10-01 00:35:00+07:00,0,29.4394,80.7232,1.7778
2021-10-01 00:40:00+07:00,0,29.5022,85.4928,1.6398
2021-10-01 00:45:00+07:00,0,29.5242,80.598,1.729
2021-10-01 00:50:00+07:00,0,29.5434,85.815,1.8002
2021-10-01 00:55:00+07:00,0,29.5282,84.3946,1.7456
2021-10-01 01:00:00+07:00,0,29.5318,83.1712,1.767
2021-10-01 01:05:00+07:00,0,29.5034,79.5716,1.6806
2021-10-01 01:10:00+07:00,0,29.5248,77.2572,1.7408
2021-10-01 01:15:00+07:00,0,29.4514,74.643,1.743
2021-10-01 01:20:00+07:00,0,29.476,73.8416,1.6068
2021-10-01 01:25:00+07:00,0,29.4656,74.3702,1.6396
2021-10-01 01:30:00+07:00,0,29.4754,74.297,1.719
2021-10-01 01:35:00+07:00,0,29.3936,74.5606,1.8084
2021-10-01 01:40:00+07:00,0,29.448,93.3068,1.7254
2021-10-01 01:45:00+07:00,0,29.19,88.0382,1.742
2021-10-01 01:50:00+07:00,0,28,94,1.5956
2021-10-01 01:55:00+07:00,0,28.5364,95.5282,1.702
2021-10-01 02:00:00+07:00,0,29.1214,93.4552,1.6278
2021-10-01 02:05:00+07:00,0,29.4174,91.737,1.8086
2021-10-01 02:10:00+07:00,0,28.8478,95.022,1.7304
2021-10-01 02:15:00+07:00,0,29.1472,98.2974,1.7838
2021-10-01 02:20:00+07:00,0,29.1324,98.204,1.707
2021-10-01 02:25:00+07:00,0,28,94,1.7272
2021-10-01 02:30:00+07:00,0,29.4282,95.4124,1.7346
2021-10-01 02:35:00+07:00,0,29.4342,97.2528,1.7398
2021-10-01 02:40:00+07:00,0,29.3778,91.6036,1.864
2021-10-01 02:45:00+07:00,0,29.3644,83.904,1.6808
2021-10-01 02:50:00+07:00,0,29.267,75.2246,1.6628
2021-10-01 02:55:00+07:00,0,29.2602,74.9944,1.7382
2021-10-01 03:00:00+07:00,0,29.2714,74.7042,1.7366
2021-10-01 03:05:00+07:00,0,29.283,75.0156,1.6444
2021-10-01 03:10:00+07:00,0,29.2904,74.5216,1.6346
2021-10-01 03:15:00+07:00,0,29.3064,74.647,1.763
2021-10-01 03:20:00+07:00,0,29.287,80.2946,1.8886
2021-10-01 03:25:00+07:00,0,27.9258,96.8982,1.8148
2021-10-01 03:30:00+07:00,0,27,100,1.6598
2021-10-01 03:35:00+07:00,0,27,100,1.7632
2021-10-01 03:40:00+07:00,0,27,100,1.7906
2021-10-01 03:45:00+07:00,0,28.4352,99.0866,1.7926
2021-10-01 03:50:00+07:00,0,29.3638,97.0646,1.7564
2021-10-01 03:55:00+07:00,0,29.305,96.6428,1.654
2021-10-01 04:00:00+07:00,0,29.3156,90.897,1.682
2021-10-01 04:05:00+07:00,0,29.214,80.2622,1.7676
2021-10-01 04:10:00+07:00,0,29.1082,78.8206,1.685
2021-10-01 04:15:00+07:00,0,29.163,80.1954,1.5608
2021-10-01 04:20:00+07:00,0,29.1894,78.3948,1.7098
2021-10-01 04:25:00+07:00,0,29.1536,76.408,1.645
2021-10-01 04:30:00+07:00,0,29.1552,75.6774,1.669
2021-10-01 04:35:00+07:00,0,29.0894,76.3622,1.7262
2021-10-01 04:40:00+07:00,0,29.121,77.1492,1.6542
2021-10-01 04:45:00+07:00,0,29.0828,76.1592,1.6748
2021-10-01 04:50:00+07:00,0,28.2764,96.4212,1.6312
2021-10-01 04:55:00+07:00,0,28.7008,97.765,1.778
2021-10-01 05:00:00+07:00,0,29.0924,93.2648,1.8158
2021-10-01 05:05:00+07:00,0,29.0592,85.0664,1.7656
2021-10-01 05:10:00+07:00,0,29.0942,89.749,1.68
2021-10-01 05:15:00+07:00,0,29.1152,96.8056,1.6158
2021-10-01 05:20:00+07:00,0,29.0728,96.8338,1.7922
2021-10-01 05:25:00+07:00,0,29.0688,90.1862,1.7134
2021-10-01 05:30:00+07:00,0,29.0654,87.22,1.6812
2021-10-01 05:35:00+07:00,0,29.0464,82.2204,1.8024
2021-10-01 05:40:00+07:00,0,29.064,78.3908,1.7064
2021-10-01 05:45:00+07:00,0,29.0192,76.9988,1.8306
2021-10-01 05:50:00+07:00,0,29.0152,77.2862,1.7662
2021-10-01 05:55:00+07:00,0,28.9902,77.3242,1.7908
2021-10-01 06:00:00+07:00,0,29.0414,77.173,1.7318
2021-10-01 06:05:00+07:00,0,29.0174,77.2776,1.7166
2021-10-01 06:10:00+07:00,0,28.9972,77.8174,1.7496
2021-10-01 06:15:00+07:00,10.7258,28.9452,78.1042,1.7282
2021-10-01 06:20:00+07:00,15.6802,28.8478,78.1246,1.7606
2021-10-01 06:25:00+07:00,23.5598,28.612,76.9802,1.6232
2021-10-01 06:30:00+07:00,24.8068,28.4458,75.8592,1.634
2021-10-01 06:35:00+07:00,23.0365,28.4205,73.814,1.9005
2021-10-01 06:40:00+07:00,,,,
2021-10-01 06:45:00+07:00,,,,
2021-10-01 06:50:00+07:00,91.219,28.384,77.711,1.74
2021-10-01 06:55:00+07:00,150.5048,28.3864,74.9424,1.9288
2021-10-01 07:00:00+07:00,183.6346,28.6178,74.534,1.6642
2021-10-01 07:05:00+07:00,176.2254,28.5902,72.7378,1.7444
2021-10-01 07:10:00+07:00,172.7326,28.349,71.7234,1.8756
2021-10-01 07:15:00+07:00,183.0938,28.384,73.6146,1.8464
2021-10-01 07:20:00+07:00,202.8636,28.232,75.0256,1.7422
2021-10-01 07:25:00+07:00,223.2682,28.4472,74.1256,1.7144
2021-10-01 07:30:00+07:00,244.9196,28.744,72.3942,1.7164
2021-10-01 07:35:00+07:00,265.2068,29.3826,67.1614,1.6236
2021-10-01 07:40:00+07:00,286.2938,29.7932,64.4362,1.6268
2021-10-01 07:45:00+07:00,306.334,30.1234,64.929,1.7396
2021-10-01 07:50:00+07:00,324.5866,30.328,65.5994,1.74
2021-10-01 07:55:00+07:00,335.759,30.5536,65.5842,1.6574
2021-10-01 08:00:00+07:00,365.8198,31.1228,64.1306,1.706
2021-10-01 08:05:00+07:00,381.8612,31.192,64.1482,1.7168
2021-10-01 08:10:00+07:00,405.3356,31.25,65.7456,1.7284
2021-10-01 08:15:00+07:00,419.7774,31.0488,66.644,1.7622
2021-10-01 08:20:00+07:00,445.76,31.46125,65.70925,1.72425
2021-10-01 08:25:00+07:00,461.6928,31.7288,65.4922,1.7134
2021-10-01 08:30:00+07:00,475.5468,31.9006,65.3142,1.7132
2021-10-01 08:35:00+07:00,490.683,32.1482,65.524,1.6884
2021-10-01 08:40:00+07:00,512.8404,31.8582,67.3788,1.7358
2021-10-01 08:45:00+07:00,540.7482,31.8636,67.5476,1.683
2021-10-01 08:50:00+07:00,422.9176,31.692,68.876,1.701
2021-10-01 08:55:00+07:00,514.6394,31.4294,69.422,1.7312
2021-10-01 09:00:00+07:00,376.3806,31.328,70.095,1.729
2021-10-01 09:05:00+07:00,216.39725,31.05925,70.94025,1.715
2021-10-01 09:10:00+07:00,219.7635,30.93,70.8855,1.6915
2021-10-01 09:15:00+07:00,191.479,30.54175,72.0665,1.74275
2021-10-01 09:20:00+07:00,519.8024,30.5402,71.4598,1.6854
2021-10-01 09:25:00+07:00,550.3802,30.9074,69.8404,1.788
2021-10-01 09:30:00+07:00,684.7226,31.459,67.1872,1.7538
2021-10-01 09:35:00+07:00,641.5138,31.7134,66.6498,1.7274
2021-10-01 09:40:00+07:00,671.7152,31.993,65.6268,1.7792
2021-10-01 09:45:00+07:00,462.7392,31.9896,66.1428,1.723
2021-10-01 09:50:00+07:00,548.6396,31.5714,66.6338,1.7064
2021-10-01 09:55:00+07:00,474.8648,31.485,66.6378,1.752
2021-10-01 10:00:00+07:00,581.1814,31.5532,65.9048,1.6794
2021-10-01 10:05:00+07:00,553.6614,31.7108,65.6006,1.7576
2021-10-01 10:10:00+07:00,529.1284,31.6672,65.3248,1.7064
2021-10-01 10:15:00+07:00,651.9454,31.4338,66.7068,1.7658
2021-10-01 10:20:00+07:00,660.8132,31.7476,65.7476,1.7072
2021-10-01 10:25:00+07:00,780.17525,31.6015,65.5565,1.72325
2021-10-01 10:30:00+07:00,909.446,31.99,64.66,1.7666
2021-10-01 10:35:00+07:00,931.4146,32.3646,62.68,1.6862
2021-10-01 10:40:00+07:00,913.0566,32.5848,61.6012,1.7608
2021-10-01 10:45:00+07:00,898.2616,32.7232,61.1148,1.705
2021-10-01 10:50:00+07:00,929.8976,32.3244,63.3716,1.7658
2021-10-01 10:55:00+07:00,732.4004,32.333,63.7376,1.7188
2021-10-01 11:00:00+07:00,925.323,32.5674,62.0858,1.7094
2021-10-01 11:05:00+07:00,961.9104,32.7428,61.592,1.7636
2021-10-01 11:10:00+07:00,943.6932,32.8424,61.4474,1.7982
2021-10-01 11:15:00+07:00,909.0696,32.8786,61.2406,1.7408
2021-10-01 11:20:00+07:00,793.5326,32.71,63.0776,1.771
2021-10-01 11:25:00+07:00,931.9912,32.3148,63.6518,1.7166
2021-10-01 11:30:00+07:00,949.8204,32.3038,63.1508,1.7466
2021-10-01 11:35:00+07:00,927.2754,32.326,63.5092,1.7166
2021-10-01 11:40:00+07:00,976.4348,32.588,62.349,1.728
2021-10-01 11:45:00+07:00,815.5486,32.6054,62.0548,1.7208
2021-10-01 11:50:00+07:00,1007.824,32.8464,61.1342,1.737
2021-10-01 11:55:00+07:00,1005.5662,33.0112,60.8778,1.7314
2021-10-01 12:00:00+07:00,977.4582,33.0422,60.8192,1.7078
2021-10-01 12:05:00+07:00,995.64,32.6796,61.4496,1.7402
2021-10-01 12:10:00+07:00,659.343,32.0976,64.1704,1.7256
2021-10-01 12:15:00+07:00,939.318,32.2168,61.2212,1.714
2021-10-01 12:20:00+07:00,999.2506,32.573,58.7278,1.776
2021-10-01 12:25:00+07:00,993.3232,32.7494,58.1132,1.705
2021-10-01 12:30:00+07:00,968.9318,32.5928,58.9048,1.7504
2021-10-01 12:35:00+07:00,964.1922,33.0632,57.1174,1.6422
2021-10-01 12:40:00+07:00,959.3112,32.9556,58.1904,1.7024
2021-10-01 12:45:00+07:00,956.324,33.293,57.5794,1.7542
2021-10-01 12:50:00+07:00,955.2656,33.1398,57.3414,1.7214
2021-10-01 12:55:00+07:00,951.796,32.8346,57.1976,1.7542
2021-10-01 13:00:00+07:00,948.668,32.9472,56.6364,1.647
2021-10-01 13:05:00+07:00,949.2796,32.9914,57.4096,1.7546
2021-10-01 13:10:00+07:00,935.3784,32.6984,58.0526,1.7432
2021-10-01 13:15:00+07:00,919.9836,32.942,56.6624,1.6798
2021-10-01 13:20:00+07:00,930.4152,32.9218,56.7448,1.7452
2021-10-01 13:25:00+07:00,923.2412,32.876,58.4432,1.708
2021-10-01 13:30:00+07:00,912.7858,32.8574,58.1274,1.6978
2021-10-01 13:35:00+07:00,898.92,32.9456,56.861,1.728
2021-10-01 13:40:00+07:00,894.651,33.0976,56.031,1.667
2021-10-01 13:45:00+07:00,863.0502,33.1666,56.6314,1.713
2021-10-01 13:50:00+07:00,826.6976,32.9574,56.9758,1.7612
2021-10-01 13:55:00+07:00,807.9276,32.8228,56.5938,1.7086
2021-10-01 14:00:00+07:00,814.6078,32.7796,57.5444,1.698
2021-10-01 14:05:00+07:00,816.9244,32.8404,55.9378,1.7176
2021-10-01 14:10:00+07:00,820.2762,32.964,56.7576,1.7244
2021-10-01 14:15:00+07:00,781.3248,32.7774,56.895,1.7624
2021-10-01 14:20:00+07:00,763.9192,32.358,59.618,1.7736
2021-10-01 14:25:00+07:00,738.2338,32.0844,58.46,1.6768
2021-10-01 14:30:00+07:00,751.4882,32.4882,56.1542,1.7168
2021-10-01 14:35:00+07:00,737.1402,32.9028,55.957,1.7734
2021-10-01 14:40:00+07:00,732.0122,32.665,57.8846,1.7108
2021-10-01 14:45:00+07:00,733.4118,32.5346,59.2376,1.7934
2021-10-01 14:50:00+07:00,687.9098,32.233,60.3412,1.7564
2021-10-01 14:55:00+07:00,673.7734,32.1756,60.6712,1.7516
2021-10-01 15:00:00+07:00,575.0776,32.395,59.5814,1.6984
2021-10-01 15:05:00+07:00,533.28,32.1714,58.3384,1.698
2021-10-01 15:10:00+07:00,577.2062,32.694,57.371,1.7518
2021-10-01 15:15:00+07:00,548.2398,33.0058,55.6054,1.7198
2021-10-01 15:20:00+07:00,420.7892,32.9192,54.3282,1.7336
2021-10-01 15:25:00+07:00,337.441,32.4346,57.2718,1.6784
2021-10-01 15:30:00+07:00,291.4568,32.0364,57.22,1.7062
2021-10-01 15:35:00+07:00,265.995,31.8174,57.2712,1.6764
2021-10-01 15:40:00+07:00,248.7536,31.5198,58.7948,1.7208
2021-10-01 15:45:00+07:00,238.5338,31.6148,60.1962,1.7224
2021-10-01 15:50:00+07:00,238.9924,31.5798,60.6936,1.7586
2021-10-01 15:55:00+07:00,245.837,31.5086,62.0296,1.7772
2021-10-01 16:00:00+07:00,254.5872,31.3662,62.5754,1.8056
2021-10-01 16:05:00+07:00,275.0388,31.26,63.6892,1.748
2021-10-01 16:10:00+07:00,277.6614,31.263,63.5846,1.7062
2021-10-01 16:15:00+07:00,285.1882,31.1496,64.0794,1.685
2021-10-01 16:20:00+07:00,264.8892,31.1478,63.6942,1.7054
2021-10-01 16:25:00+07:00,254.3046,31.0658,63.8562,1.7814
2021-10-01 16:30:00+07:00,234.535,30.953,64.8002,1.7282
2021-10-01 16:35:00+07:00,199.1472,31.0226,64.653,1.6508
2021-10-01 16:40:00+07:00,163.9002,30.938,65.6642,1.7646
2021-10-01 16:45:00+07:00,136.6506,30.8972,66.037,1.6426
2021-10-01 16:50:00+07:00,125.9838,30.9052,65.3972,1.7852
2021-10-01 16:55:00+07:00,122.491,30.7268,66.6534,1.7688
2021-10-01 17:00:00+07:00,121.95,30.579,67.0276,1.7406
2021-10-01 17:05:00+07:00,117.916,30.54133333,66.17266667,1.620666667
2021-10-01 17:10:00+07:00,104.97925,30.45325,66.352,1.7225
2021-10-01 17:15:00+07:00,93.2186,30.4614,67.4676,1.698
2021-10-01 17:20:00+07:00,80.9754,30.5486,67.7428,1.7734
2021-10-01 17:25:00+07:00,70.3438,30.5872,69.5836,1.67
2021-10-01 17:30:00+07:00,59.4888,30.5206,69.4962,1.7728
2021-10-01 17:35:00+07:00,47.5046,30.4482,68.625,1.6734
2021-10-01 17:40:00+07:00,35.7322,30.3786,67.8334,1.6558
2021-10-01 17:45:00+07:00,24.889,30.334,68.798,1.6818
2021-10-01 17:50:00+07:00,16.4448,30.261,71.07,1.6692
2021-10-01 17:55:00+07:00,10.3408,30.2354,70.1704,1.6074
2021-10-01 18:00:00+07:00,6.0012,30.2528,71.7204,1.6478
2021-10-01 18:05:00+07:00,1.382,30.2718,71.5294,1.752
2021-10-01 18:10:00+07:00,0,30.2128,71.0736,1.743
2021-10-01 18:15:00+07:00,0,30.2564,70.7792,1.695
2021-10-01 18:20:00+07:00,0,30.1632,70.5688,1.6436
2021-10-01 18:25:00+07:00,0,30.1854,70.0918,1.7146
2021-10-01 18:30:00+07:00,0,30.1386,69.437,1.7136
2021-10-01 18:35:00+07:00,0,30.1968,68.91,1.8398
2021-10-01 18:40:00+07:00,0,30.1924,70.045,1.7074
2021-10-01 18:45:00+07:00,0,30.0912,72.016,1.721
2021-10-01 18:50:00+07:00,0,30.1662,73.0346,1.7176
2021-10-01 18:55:00+07:00,0,30.1078,72.7802,1.7228
2021-10-01 19:00:00+07:00,0,30.0918,72.9938,1.739
2021-10-01 19:05:00+07:00,0,30.0348,73.3516,1.8
2021-10-01 19:10:00+07:00,0,29.933,74.593,1.7186
2021-10-01 19:15:00+07:00,0,29.966,74.1124,1.8038
2021-10-01 19:20:00+07:00,0,29.9794,72.9302,1.7238
2021-10-01 19:25:00+07:00,0,29.998,73.4926,1.8382
2021-10-01 19:30:00+07:00,0,29.907,73.2998,1.8294
2021-10-01 19:35:00+07:00,0,29.8986,73.9764,1.67
2021-10-01 19:40:00+07:00,0,29.9308,74.5764,1.6092
2021-10-01 19:45:00+07:00,0,29.8934,73.416,1.6696
2021-10-01 19:50:00+07:00,0,29.851,73.741,1.6712
2021-10-01 19:55:00+07:00,0,29.8808,74.43,1.7064
2021-10-01 20:00:00+07:00,0,29.971,71.9382,1.6282
2021-10-01 20:05:00+07:00,0,29.9824,72.0466,1.5884
2021-10-01 20:10:00+07:00,0,29.9868,72.6704,1.7122
2021-10-01 20:15:00+07:00,0,29.9614,73.03,1.7414
2021-10-01 20:20:00+07:00,0,30.022,72.8896,1.7022
2021-10-01 20:25:00+07:00,0,29.9858,74.1146,1.7018
2021-10-01 20:30:00+07:00,0,29.937,78.9736,1.704
2021-10-01 20:35:00+07:00,0,29.8934,78.31,1.6848
2021-10-01 20:40:00+07:00,0,29.9646,76.4692,1.661
2021-10-01 20:45:00+07:00,0,29.8932,77.422,1.7914
2021-10-01 20:50:00+07:00,0,29.8876,77.5326,1.6512
2021-10-01 20:55:00+07:00,0,29.8766,77.8802,1.7054
2021-10-01 21:00:00+07:00,0,29.965,79.6816,1.6896
2021-10-01 21:05:00+07:00,0,29.9092,78.9062,1.7166
2021-10-01 21:10:00+07:00,0,29.9658,79.1634,1.868
2021-10-01 21:15:00+07:00,0,30.0424,78.9188,1.7296
2021-10-01 21:20:00+07:00,0,29.8998,77.4508,1.65
2021-10-01 21:25:00+07:00,0,29.8742,76.9266,1.772
2021-10-01 21:30:00+07:00,0,29.8386,77.0436,1.684
2021-10-01 21:35:00+07:00,0,29.902,78.1796,1.7276
2021-10-01 21:40:00+07:00,0,29.9018,78.282,1.7962
2021-10-01 21:45:00+07:00,0,29.8572,77.9024,1.6518
2021-10-01 21:50:00+07:00,0,29.872,79.4144,1.7716
2021-10-01 21:55:00+07:00,0,29.8472,81.247,1.7628
2021-10-01 22:00:00+07:00,0,29.8616,82.9184,1.7686
2021-10-01 22:05:00+07:00,0,29.88,84.163,1.8598
2021-10-01 22:10:00+07:00,0,29.826,80.7366,1.7232
2021-10-01 22:15:00+07:00,0,29.839,82.5988,1.693
2021-10-01 22:20:00+07:00,0,29.8664,85.2432,1.6616
2021-10-01 22:25:00+07:00,0,29.879,85.0944,1.6538
2021-10-01 22:30:00+07:00,0,29.8572,86.959,1.6562
2021-10-01 22:35:00+07:00,0,29.9098,90.6878,1.8722
2021-10-01 22:40:00+07:00,0,29.9174,94.176,1.9018
2021-10-01 22:45:00+07:00,0,29.898,81.7598,1.5778
2021-10-01 22:50:00+07:00,0,29.872,86.1474,1.7626
2021-10-01 22:55:00+07:00,0,29.894,86.3776,1.8354
2021-10-01 23:00:00+07:00,0,29.948,88.6484,1.807
2021-10-01 23:05:00+07:00,0,29.8718,84.636,1.5988
2021-10-01 23:10:00+07:00,0,29.865,86.901,1.7592
2021-10-01 23:15:00+07:00,0,29.856,88.6586,1.6794
2021-10-01 23:20:00+07:00,0,29.8418,83.9196,1.8342
2021-10-01 23:25:00+07:00,0,29.8824,83.156,1.7182
2021-10-01 23:30:00+07:00,0,29.8632,86.8876,1.8396
2021-10-01 23:35:00+07:00,0,29.8722,89.0678,1.7514
