Year,Month,Day,Hour,Minute,Second,CloudCover
2021,11,19,15,31,57,0.317
2021,11,19,15,32,18,0.311
2021,11,19,15,32,38,0.309
2021,11,19,15,32,59,0.313
2021,11,19,15,33,19,0.316
2021,11,19,15,33,39,0.308
2021,11,19,15,34,00,0.319
2021,11,19,15,34,20,0.303
2021,11,19,15,34,41,0.302
2021,11,19,15,35,01,0.303
2021,11,19,15,35,22,0.309
2021,11,19,15,35,42,0.313
2021,11,19,15,36,03,0.318
2021,11,19,15,36,23,0.320
2021,11,19,15,36,43,0.315
2021,11,19,15,37,04,0.310
2021,11,19,15,37,24,0.308
2021,11,19,15,37,45,0.308
2021,11,19,15,38,05,0.304
2021,11,19,15,38,26,0.300
2021,11,19,15,38,46,0.294
2021,11,19,15,39,07,0.288
2021,11,19,15,39,27,0.282
2021,11,19,15,39,48,0.277
2021,11,19,15,40,08,0.272
2021,11,19,15,40,29,0.264
2021,11,19,15,40,49,0.260
2021,11,19,15,41,10,0.256
2021,11,19,15,41,30,0.250
2021,11,19,15,41,50,0.243
2021,11,19,15,42,11,0.238
2021,11,19,15,42,31,0.230
2021,11,19,15,42,52,0.221
2021,11,19,15,43,12,0.215
2021,11,19,15,43,33,0.212
2021,11,19,15,43,53,0.205
2021,11,19,15,44,14,0.203
2021,11,19,15,44,34,0.200
2021,11,19,15,44,55,0.198
2021,11,19,15,45,15,0.199
2021,11,19,15,45,36,0.201
2021,11,19,15,45,56,0.208
2021,11,19,15,46,17,0.211
2021,11,19,15,46,37,0.216
2021,11,19,15,46,58,0.216
2021,11,19,15,47,18,0.231
2021,11,19,15,47,39,0.231
2021,11,19,15,47,59,0.227
2021,11,19,15,48,20,0.226
2021,11,19,15,48,40,0.221
2021,11,19,15,49,00,0.222
2021,11,19,15,49,21,0.216
2021,11,19,15,49,41,0.209
2021,11,19,15,50,02,0.207
2021,11,19,15,50,23,0.103
2021,11,19,15,50,43,0.103
2021,11,19,15,51,04,0.105
2021,11,19,15,51,24,0.101
2021,11,19,15,51,45,0.106
2021,11,19,15,52,05,0.107
2021,11,19,15,52,26,0.010
2021,11,19,15,52,46,0.010
2021,11,19,15,53,06,0.012
2021,11,19,15,53,27,0.014
2021,11,19,15,53,47,0.011
2021,11,19,15,54,08,0.011
2021,11,19,15,54,28,0.011
2021,11,19,15,54,49,0.013
2021,11,19,15,55,09,0.014
2021,11,19,15,55,30,0.013
2021,11,19,15,55,50,0.076
2021,11,19,15,56,11,0.076
2021,11,19,15,56,31,0.075
2021,11,19,15,56,52,0.073
2021,11,19,15,57,12,0.073
2021,11,19,15,57,33,0.072
2021,11,19,15,57,53,0.070
2021,11,19,15,58,14,0.075
2021,11,19,15,58,34,0.076
2021,11,19,15,58,55,0.096
2021,11,19,15,59,15,0.076
2021,11,19,15,59,36,0.080
2021,11,19,15,59,56,0.081
2021,11,19,16,00,17,0.093
2021,11,19,16,00,37,0.086
2021,11,19,16,00,58,0.086
2021,11,19,16,01,18,0.083
2021,11,19,16,01,39,0.083
2021,11,19,16,01,59,0.084
2021,11,19,16,02,20,0.084
2021,11,19,16,02,40,0.089
2021,11,19,16,03,01,0.091
2021,11,19,16,03,21,0.091
2021,11,19,16,03,42,0.092
2021,11,19,16,04,02,0.095
2021,11,19,16,04,23,0.098
2021,11,19,16,04,44,0.097
2021,11,19,16,05,04,0.099
2021,11,19,16,05,25,0.001
2021,11,19,16,05,45,0.099
2021,11,19,16,06,06,0.098
2021,11,19,16,06,26,0.098
2021,11,19,16,06,47,0.097
2021,11,19,16,07,07,0.094
2021,11,19,16,07,28,0.089
2021,11,19,16,07,48,0.042
2021,11,19,16,08,09,0.044
2021,11,19,16,08,29,0.040
2021,11,19,16,08,50,0.032
2021,11,19,16,09,10,0.035
2021,11,19,16,09,31,0.031
2021,11,19,16,09,51,0.021
2021,11,19,16,10,11,0.013
2021,11,19,16,10,32,0.010
2021,11,19,16,10,53,0.011
2021,11,19,16,11,13,0.009
2021,11,19,16,11,34,0.003
2021,11,19,16,11,54,0.099
2021,11,19,16,12,15,0.099
2021,11,19,16,12,35,0.001
2021,11,19,16,12,56,0.099
2021,11,19,16,13,16,0.076
2021,11,19,16,13,37,0.073
2021,11,19,16,13,58,0.065
2021,11,19,16,14,18,0.060
2021,11,19,16,14,38,0.062
2021,11,19,16,14,59,0.048
2021,11,19,16,15,19,0.049
2021,11,19,16,15,40,0.048
2021,11,19,16,16,00,0.057
2021,11,19,16,16,21,0.051
2021,11,19,16,16,41,0.048
2021,11,19,16,17,02,0.047
2021,11,19,16,17,22,0.048
2021,11,19,16,17,43,0.047
2021,11,19,16,18,03,0.052
2021,11,19,16,18,24,0.042
2021,11,19,16,18,44,0.042
2021,11,19,16,19,04,0.042
2021,11,19,16,19,25,0.051
2021,11,19,16,19,45,0.056
2021,11,19,16,20,06,0.061
2021,11,19,16,20,26,0.057
2021,11,19,16,20,47,0.098
2021,11,19,16,21,07,0.098
2021,11,19,16,21,28,0.099
2021,11,19,16,21,48,0.054
2021,11,19,16,22,09,0.004
2021,11,19,16,22,29,0.058
2021,11,19,16,22,50,0.052
2021,11,19,16,23,10,0.053
2021,11,19,16,23,31,0.055
2021,11,19,16,23,51,0.057
2021,11,19,16,24,11,0.056
2021,11,19,16,24,32,0.057
2021,11,19,16,24,52,0.057
2021,11,19,16,25,13,0.053
2021,11,19,16,25,33,0.053
2021,11,19,16,25,54,0.054
2021,11,19,16,26,14,0.053
2021,11,19,16,26,35,0.053
2021,11,19,16,26,55,0.096
2021,11,19,16,27,16,0.051
2021,11,19,16,27,36,0.039
2021,11,19,16,27,57,0.040
2021,11,19,16,28,17,0.038
2021,11,19,16,28,38,0.038
2021,11,19,16,28,58,0.038
2021,11,19,16,29,19,0.035
2021,11,19,16,29,39,0.028
2021,11,19,16,30,00,0.030
2021,11,19,16,30,21,0.030
2021,11,19,16,30,41,0.030
2021,11,19,16,31,01,0.025
2021,11,19,16,31,22,0.029
2021,11,19,16,31,43,0.024
2021,11,19,16,32,03,0.026
2021,11,19,16,32,24,0.027
2021,11,19,16,32,44,0.023
2021,11,19,16,33,05,0.025
2021,11,19,16,33,25,0.025
2021,11,19,16,33,46,0.026
2021,11,19,16,34,06,0.028
2021,11,19,16,34,26,0.028
2021,11,19,16,34,47,0.080
2021,11,19,16,35,07,0.082
2021,11,19,16,35,28,0.082
2021,11,19,16,35,48,0.086
2021,11,19,16,36,09,0.085
2021,11,19,16,36,29,0.085
2021,11,19,16,36,49,0.085
2021,11,19,16,37,10,0.091
2021,11,19,16,37,30,0.055
2021,11,19,16,37,51,0.087
2021,11,19,16,38,11,0.050
2021,11,19,16,38,32,0.088
2021,11,19,16,38,52,0.083
2021,11,19,16,39,12,0.088
2021,11,19,16,39,33,0.086
2021,11,19,16,39,53,0.096
2021,11,19,16,40,14,0.093
2021,11,19,16,40,34,0.093
2021,11,19,16,40,55,0.095
2021,11,19,16,41,15,0.077
2021,11,19,16,41,36,0.078
2021,11,19,16,41,56,0.005
2021,11,19,16,42,17,0.004
2021,11,19,16,42,38,0.010
2021,11,19,16,42,58,0.011
2021,11,19,16,43,19,0.012
2021,11,19,16,43,39,0.019
2021,11,19,16,43,59,0.009
2021,11,19,16,44,20,0.001
2021,11,19,16,44,40,0.004
2021,11,19,16,45,01,0.006
2021,11,19,16,45,21,0.010
2021,11,19,16,45,42,0.008
2021,11,19,16,46,02,0.011
2021,11,19,16,46,22,0.019
2021,11,19,16,46,43,0.003
2021,11,19,16,47,03,0.002
2021,11,19,16,47,24,0.008
2021,11,19,16,47,44,0.098
2021,11,19,16,48,05,0.006
2021,11,19,16,48,25,0.000
2021,11,19,16,48,45,0.023
2021,11,19,16,49,06,0.041
2021,11,19,16,49,26,0.045
2021,11,19,16,49,47,0.020
2021,11,19,16,50,07,0.098
2021,11,19,16,50,27,0.098
2021,11,19,16,50,48,0.010
2021,11,19,16,51,08,0.011
2021,11,19,16,51,29,0.097
2021,11,19,16,51,49,0.005
2021,11,19,16,52,10,0.008
2021,11,19,16,52,30,0.012
2021,11,19,16,52,51,0.003
2021,11,19,16,53,11,0.004
2021,11,19,16,53,32,0.003
2021,11,19,16,53,52,0.085
2021,11,19,16,54,12,0.051
2021,11,19,16,54,33,0.065
2021,11,19,16,54,53,0.068
2021,11,19,16,55,14,0.082
2021,11,19,16,55,34,0.078
2021,11,19,16,55,55,0.080
2021,11,19,16,56,15,0.095
2021,11,19,16,56,36,0.095
2021,11,19,16,56,56,0.040
2021,11,19,16,57,16,0.053
2021,11,19,16,57,37,0.049
2021,11,19,16,57,57,0.037
2021,11,19,16,58,18,0.037
2021,11,19,16,58,38,0.061
2021,11,19,16,58,59,0.059
2021,11,19,16,59,19,0.061
2021,11,19,16,59,40,0.060
2021,11,20,08,00,12,0.007
2021,11,20,08,00,32,0.098
2021,11,20,08,00,53,0.000
2021,11,20,08,01,14,0.048
2021,11,20,08,01,34,0.045
2021,11,20,08,01,55,0.046
2021,11,20,08,02,16,0.050
2021,11,20,08,02,36,0.049
2021,11,20,08,02,57,0.042
2021,11,20,08,03,18,0.082
2021,11,20,08,03,38,0.082
2021,11,20,08,03,59,0.088
2021,11,20,08,04,20,0.087
2021,11,20,08,04,41,0.086
2021,11,20,08,05,01,0.092
2021,11,20,08,05,22,0.085
2021,11,20,08,05,42,0.089
2021,11,20,08,06,03,0.086
2021,11,20,08,06,24,0.092
2021,11,20,08,06,44,0.091
2021,11,20,08,07,05,0.090
2021,11,20,08,07,26,0.091
2021,11,20,08,07,46,0.090
2021,11,20,08,08,07,0.086
2021,11,20,08,08,28,0.088
2021,11,20,08,08,48,0.091
2021,11,20,08,09,09,0.089
2021,11,20,08,09,30,0.088
2021,11,20,08,09,50,0.091
2021,11,20,08,10,11,0.095
2021,11,20,08,10,31,0.095
2021,11,20,08,10,52,0.093
2021,11,20,08,11,13,0.092
2021,11,20,08,11,34,0.088
2021,11,20,08,11,54,0.085
2021,11,20,08,12,15,0.081
2021,11,20,08,12,35,0.086
2021,11,20,08,12,56,0.089
2021,11,20,08,13,17,0.091
2021,11,20,08,13,37,0.090
2021,11,20,08,13,58,0.087
2021,11,20,08,14,19,0.093
2021,11,20,08,14,39,0.097
2021,11,20,08,15,00,0.095
2021,11,20,08,15,21,0.094
2021,11,20,08,15,42,0.097
2021,11,20,08,16,02,0.096
2021,11,20,08,16,23,0.099
2021,11,20,08,16,44,0.002
2021,11,20,08,17,04,0.099
2021,11,20,08,17,25,0.098
2021,11,20,08,17,45,0.097
2021,11,20,08,18,06,0.095
2021,11,20,08,18,27,0.094
2021,11,20,08,18,47,0.094
2021,11,20,08,19,08,0.091
2021,11,20,08,19,29,0.087
2021,11,20,08,19,49,0.088
2021,11,20,08,20,10,0.081
2021,11,20,08,20,31,0.085
2021,11,20,08,20,51,0.084
2021,11,20,08,21,12,0.082
2021,11,20,08,21,32,0.081
2021,11,20,08,21,53,0.016
2021,11,20,08,22,14,0.081
2021,11,20,08,22,34,0.014
2021,11,20,08,22,55,0.077
2021,11,20,08,23,16,0.014
2021,11,20,08,23,36,0.010
2021,11,20,08,23,57,0.009
2021,11,20,08,24,18,0.008
2021,11,20,08,24,38,0.007
2021,11,20,08,24,59,0.004
2021,11,20,08,25,20,0.006
2021,11,20,08,25,40,0.005
2021,11,20,08,26,01,0.005
2021,11,20,08,26,22,0.005
2021,11,20,08,26,42,0.007
2021,11,20,08,27,03,0.006
2021,11,20,08,27,24,0.008
2021,11,20,08,27,44,0.007
2021,11,20,08,28,05,0.010
2021,11,20,08,28,26,0.009
2021,11,20,08,28,46,0.012
2021,11,20,08,29,07,0.015
2021,11,20,08,29,28,0.015
2021,11,20,08,29,48,0.016
2021,11,20,08,30,09,0.017
2021,11,20,08,30,30,0.017
2021,11,20,08,30,50,0.015
2021,11,20,08,31,11,0.015
2021,11,20,08,31,32,0.017
2021,11,20,08,31,52,0.017
2021,11,20,08,32,13,0.021
2021,11,20,08,32,33,0.025
2021,11,20,08,32,54,0.026
2021,11,20,08,33,15,0.025
2021,11,20,08,33,35,0.027
2021,11,20,08,33,56,0.028
2021,11,20,08,34,17,0.026
2021,11,20,08,34,37,0.026
2021,11,20,08,34,58,0.027
2021,11,20,08,35,18,0.025
2021,11,20,08,35,39,0.026
2021,11,20,08,36,00,0.028
2021,11,20,08,36,20,0.028
2021,11,20,08,36,41,0.029
2021,11,20,08,37,02,0.029
2021,11,20,08,37,23,0.029
2021,11,20,08,37,43,0.030
2021,11,20,08,38,04,0.030
2021,11,20,08,38,24,0.038
2021,11,20,08,38,45,0.038
2021,11,20,08,39,06,0.032
2021,11,20,08,39,27,0.034
2021,11,20,08,39,48,0.033
2021,11,20,08,40,08,0.034
2021,11,20,08,40,29,0.030
2021,11,20,08,40,50,0.034
2021,11,20,08,41,10,0.033
2021,11,20,08,41,31,0.032
2021,11,20,08,41,52,0.028
2021,11,20,08,42,12,0.027
2021,11,20,08,42,33,0.034
2021,11,20,08,42,54,0.033
2021,11,20,08,43,15,0.028
2021,11,20,08,43,35,0.026
2021,11,20,08,43,56,0.027
2021,11,20,08,44,17,0.031
2021,11,20,08,44,37,0.032
2021,11,20,08,44,58,0.033
2021,11,20,08,45,19,0.031
2021,11,20,08,45,39,0.030
2021,11,20,08,46,00,0.025
2021,11,20,08,46,21,0.023
2021,11,20,08,46,41,0.023
2021,11,20,08,47,02,0.027
2021,11,20,08,47,23,0.027
2021,11,20,08,47,44,0.033
2021,11,20,08,48,04,0.032
2021,11,20,08,48,25,0.031
2021,11,20,08,48,46,0.031
2021,11,20,08,49,06,0.032
2021,11,20,08,49,27,0.032
2021,11,20,08,49,48,0.033
2021,11,20,08,50,08,0.034
2021,11,20,08,50,29,0.035
2021,11,20,08,50,50,0.037
2021,11,20,08,51,10,0.037
2021,11,20,08,51,31,0.038
2021,11,20,08,51,52,0.042
2021,11,20,08,52,12,0.042
2021,11,20,08,52,33,0.043
2021,11,20,08,52,54,0.044
2021,11,20,08,53,14,0.047
2021,11,20,08,53,35,0.047
2021,11,20,08,53,56,0.046
2021,11,20,08,54,17,0.045
2021,11,20,08,54,37,0.043
2021,11,20,08,54,58,0.046
2021,11,20,08,55,18,0.044
2021,11,20,08,55,39,0.044
2021,11,20,08,56,00,0.045
2021,11,20,08,56,20,0.048
2021,11,20,08,56,41,0.049
2021,11,20,08,57,02,0.051
2021,11,20,08,57,22,0.053
2021,11,20,08,57,43,0.057
2021,11,20,08,58,03,0.059
2021,11,20,08,58,24,0.058
2021,11,20,08,58,45,0.061
2021,11,20,08,59,05,0.060
2021,11,20,08,59,26,0.057
2021,11,20,08,59,47,0.057
2021,11,20,09,00,07,0.088
2021,11,20,09,00,28,0.089
2021,11,20,09,00,49,0.092
2021,11,20,09,01,09,0.093
2021,11,20,09,01,30,0.093
2021,11,20,09,01,51,0.093
2021,11,20,09,02,12,0.096
2021,11,20,09,02,32,0.097
2021,11,20,09,02,53,0.048
2021,11,20,09,03,13,0.047
2021,11,20,09,03,34,0.011
2021,11,20,09,03,55,0.029
2021,11,20,09,04,15,0.037
2021,11,20,09,04,36,0.031
2021,11,20,09,04,57,0.021
2021,11,20,09,05,18,0.020
2021,11,20,09,05,38,0.069
2021,11,20,09,05,59,0.021
2021,11,20,09,06,19,0.017
2021,11,20,09,06,40,0.015
2021,11,20,09,07,01,0.015
2021,11,20,09,07,22,0.049
2021,11,20,09,07,42,0.047
2021,11,20,09,08,03,0.048
2021,11,20,09,08,24,0.047
2021,11,20,09,08,44,0.048
2021,11,20,09,09,05,0.050
2021,11,20,09,09,26,0.050
2021,11,20,09,09,47,0.048
2021,11,20,09,10,07,0.044
2021,11,20,09,10,28,0.041
2021,11,20,09,10,49,0.042
2021,11,20,09,11,09,0.011
2021,11,20,09,11,30,0.042
2021,11,20,09,11,51,0.045
2021,11,20,09,12,11,0.047
2021,11,20,09,12,32,0.048
2021,11,20,09,12,53,0.047
2021,11,20,09,13,13,0.046
2021,11,20,09,13,34,0.046
2021,11,20,09,13,55,0.047
2021,11,20,09,14,15,0.047
2021,11,20,09,14,36,0.047
2021,11,20,09,14,57,0.046
2021,11,20,09,15,18,0.044
2021,11,20,09,15,38,0.042
2021,11,20,09,15,59,0.043
2021,11,20,09,16,19,0.043
2021,11,20,09,16,40,0.046
2021,11,20,09,17,01,0.044
2021,11,20,09,17,22,0.043
2021,11,20,09,17,42,0.034
2021,11,20,09,18,03,0.033
2021,11,20,09,18,24,0.032
2021,11,20,09,18,44,0.044
2021,11,20,09,19,05,0.043
2021,11,20,09,19,26,0.040
2021,11,20,09,19,46,0.129
2021,11,20,09,20,07,0.139
2021,11,20,09,20,28,0.141
2021,11,20,09,20,48,0.143
2021,11,20,09,21,09,0.143
2021,11,20,09,21,30,0.144
2021,11,20,09,21,51,0.146
2021,11,20,09,22,11,0.143
2021,11,20,09,22,32,0.145
2021,11,20,09,22,53,0.146
2021,11,20,09,23,13,0.147
2021,11,20,09,23,34,0.148
2021,11,20,09,23,55,0.151
2021,11,20,09,24,15,0.153
2021,11,20,09,24,36,0.156
2021,11,20,09,24,57,0.159
2021,11,20,09,25,17,0.162
2021,11,20,09,25,38,0.165
2021,11,20,09,25,59,0.169
2021,11,20,09,26,19,0.173
2021,11,20,09,26,40,0.177
2021,11,20,09,27,01,0.179
2021,11,20,09,27,21,0.182
2021,11,20,09,27,42,0.185
2021,11,20,09,28,03,0.186
2021,11,20,09,28,23,0.187
2021,11,20,09,28,44,0.189
2021,11,20,09,29,05,0.192
2021,11,20,09,29,26,0.191
2021,11,20,09,29,46,0.193
2021,11,20,09,30,07,0.197
2021,11,20,09,30,28,0.202
2021,11,20,09,30,49,0.209
2021,11,20,09,31,09,0.218
2021,11,20,09,31,30,0.223
2021,11,20,09,31,51,0.230
2021,11,20,09,32,11,0.237
2021,11,20,09,32,32,0.240
2021,11,20,09,32,53,0.245
2021,11,20,09,33,13,0.249
2021,11,20,09,33,34,0.252
2021,11,20,09,33,55,0.253
2021,11,20,09,34,16,0.252
2021,11,20,09,34,36,0.251
2021,11,20,09,34,57,0.253
2021,11,20,09,35,18,0.252
2021,11,20,09,35,38,0.251
2021,11,20,09,35,59,0.250
2021,11,20,09,36,20,0.249
2021,11,20,09,36,40,0.242
2021,11,20,09,37,01,0.232
2021,11,20,09,37,22,0.224
2021,11,20,09,37,42,0.221
2021,11,20,09,38,03,0.215
2021,11,20,09,38,24,0.208
2021,11,20,09,38,45,0.194
2021,11,20,09,39,05,0.174
2021,11,20,09,39,26,0.168
2021,11,20,09,39,46,0.172
2021,11,20,09,40,07,0.179
2021,11,20,09,40,28,0.186
2021,11,20,09,40,48,0.193
2021,11,20,09,41,09,0.200
2021,11,20,09,41,30,0.207
2021,11,20,09,41,51,0.216
2021,11,20,09,42,11,0.228
2021,11,20,09,42,32,0.237
2021,11,20,09,42,53,0.258
2021,11,20,09,43,13,0.265
2021,11,20,09,43,34,0.273
2021,11,20,09,43,55,0.278
2021,11,20,09,44,15,0.289
2021,11,20,09,44,36,0.299
2021,11,20,09,44,56,0.310
2021,11,20,09,45,17,0.320
2021,11,20,09,45,38,0.330
2021,11,20,09,45,58,0.338
2021,11,20,09,46,19,0.345
2021,11,20,09,46,40,0.351
2021,11,20,09,47,00,0.355
2021,11,20,09,47,21,0.356
2021,11,20,09,47,41,0.360
2021,11,20,09,48,02,0.362
2021,11,20,09,48,23,0.366
2021,11,20,09,48,43,0.369
2021,11,20,09,49,04,0.373
2021,11,20,09,49,25,0.379
2021,11,20,09,49,46,0.385
2021,11,20,09,50,06,0.390
2021,11,20,09,50,27,0.398
2021,11,20,09,50,47,0.406
2021,11,20,09,51,08,0.416
2021,11,20,09,51,29,0.425
2021,11,20,09,51,49,0.434
2021,11,20,09,52,10,0.445
2021,11,20,09,52,31,0.455
2021,11,20,09,52,51,0.467
2021,11,20,09,53,12,0.478
2021,11,20,09,53,33,0.487
2021,11,20,09,53,53,0.495
2021,11,20,09,54,14,0.503
2021,11,20,09,54,35,0.511
2021,11,20,09,54,55,0.519
2021,11,20,09,55,16,0.527
2021,11,20,09,55,37,0.541
2021,11,20,09,55,58,0.552
2021,11,20,09,56,18,0.562
2021,11,20,09,56,39,0.578
2021,11,20,09,56,59,0.600
2021,11,20,09,57,20,0.595
2021,11,20,09,57,41,0.597
2021,11,20,09,58,01,0.607
2021,11,20,09,58,22,0.611
2021,11,20,09,58,43,0.616
2021,11,20,09,59,03,0.608
2021,11,20,09,59,24,0.614
2021,11,20,09,59,45,0.609
2021,11,20,10,00,05,0.607
2021,11,20,10,00,26,0.598
2021,11,20,10,00,47,0.567
2021,11,20,10,01,07,0.570
2021,11,20,10,01,28,0.533
2021,11,20,10,01,49,0.522
2021,11,20,10,02,09,0.510
2021,11,20,10,02,30,0.518
2021,11,20,10,02,51,0.491
2021,11,20,10,03,11,0.491
2021,11,20,10,03,32,0.481
2021,11,20,10,03,53,0.480
2021,11,20,10,04,13,0.471
2021,11,20,10,04,34,0.470
2021,11,20,10,04,55,0.469
2021,11,20,10,05,15,0.470
2021,11,20,10,05,36,0.472
2021,11,20,10,05,57,0.473
2021,11,20,10,06,17,0.477
2021,11,20,10,06,38,0.480
2021,11,20,10,06,59,0.484
2021,11,20,10,07,19,0.488
2021,11,20,10,07,40,0.501
2021,11,20,10,08,01,0.514
2021,11,20,10,08,21,0.518
2021,11,20,10,08,42,0.527
2021,11,20,10,09,02,0.529
2021,11,20,10,09,23,0.522
2021,11,20,10,09,44,0.515
2021,11,20,10,10,05,0.511
2021,11,20,10,10,25,0.519
2021,11,20,10,10,46,0.517
2021,11,20,10,11,07,0.493
2021,11,20,10,11,27,0.487
2021,11,20,10,11,48,0.489
2021,11,20,10,12,09,0.496
2021,11,20,10,12,29,0.498
2021,11,20,10,12,50,0.511
2021,11,20,10,13,11,0.512
2021,11,20,10,13,31,0.487
2021,11,20,10,13,52,0.481
2021,11,20,10,14,13,0.473
2021,11,20,10,14,33,0.461
2021,11,20,10,14,54,0.446
2021,11,20,10,15,15,0.435
2021,11,20,10,15,35,0.426
2021,11,20,10,15,56,0.417
2021,11,20,10,16,17,0.414
2021,11,20,10,16,37,0.410
2021,11,20,10,16,58,0.409
2021,11,20,10,17,19,0.404
2021,11,20,10,17,39,0.401
2021,11,20,10,18,00,0.399
2021,11,20,10,18,21,0.396
2021,11,20,10,18,41,0.395
2021,11,20,10,19,02,0.390
2021,11,20,10,19,23,0.386
2021,11,20,10,19,44,0.398
2021,11,20,10,20,04,0.401
2021,11,20,10,20,25,0.390
2021,11,20,10,20,46,0.397
2021,11,20,10,21,06,0.414
2021,11,20,10,21,27,0.448
2021,11,20,10,21,48,0.427
2021,11,20,10,22,09,0.397
2021,11,20,10,22,29,0.390
2021,11,20,10,22,50,0.387
2021,11,20,10,23,11,0.389
2021,11,20,10,23,31,0.386
2021,11,20,10,23,52,0.381
2021,11,20,10,24,13,0.383
2021,11,20,10,24,33,0.383
2021,11,20,10,24,54,0.389
2021,11,20,10,25,14,0.400
2021,11,20,10,25,35,0.437
2021,11,20,10,25,56,0.437
2021,11,20,10,26,17,0.459
2021,11,20,10,26,37,0.425
2021,11,20,10,26,58,0.425
2021,11,20,10,27,18,0.426
2021,11,20,10,27,39,0.478
2021,11,20,10,28,00,0.484
2021,11,20,10,28,20,0.453
2021,11,20,10,28,41,0.456
2021,11,20,10,29,02,0.470
2021,11,20,10,29,22,0.470
2021,11,20,10,29,43,0.475
2021,11,20,10,30,04,0.479
2021,11,20,10,30,25,0.482
2021,11,20,10,30,45,0.479
2021,11,20,10,31,06,0.476
2021,11,20,10,31,27,0.466
2021,11,20,10,31,47,0.462
2021,11,20,10,32,08,0.463
2021,11,20,10,32,29,0.457
2021,11,20,10,32,49,0.455
2021,11,20,10,33,10,0.452
2021,11,20,10,33,30,0.455
2021,11,20,10,33,51,0.461
2021,11,20,10,34,12,0.465
2021,11,20,10,34,32,0.470
2021,11,20,10,34,53,0.472
2021,11,20,10,35,13,0.481
2021,11,20,10,35,34,0.489
2021,11,20,10,35,55,0.498
2021,11,20,10,36,16,0.504
2021,11,20,10,36,36,0.513
2021,11,20,10,36,57,0.520
2021,11,20,10,37,18,0.524
2021,11,20,10,37,38,0.528
2021,11,20,10,37,59,0.532
2021,11,20,10,38,19,0.536
2021,11,20,10,38,40,0.540
2021,11,20,10,39,01,0.544
2021,11,20,10,39,21,0.545
2021,11,20,10,39,42,0.548
2021,11,20,10,40,03,0.549
2021,11,20,10,40,23,0.549
2021,11,20,10,40,44,0.547
2021,11,20,10,41,05,0.544
2021,11,20,10,41,25,0.541
2021,11,20,10,41,46,0.541
2021,11,20,10,42,07,0.543
2021,11,20,10,42,27,0.541
2021,11,20,10,42,48,0.541
2021,11,20,10,43,08,0.541
2021,11,20,10,43,29,0.539
2021,11,20,10,43,50,0.536
2021,11,20,10,44,10,0.531
2021,11,20,10,44,31,0.528
2021,11,20,10,44,51,0.524
2021,11,20,10,45,12,0.519
2021,11,20,10,45,33,0.516
2021,11,20,10,45,53,0.512
2021,11,20,10,46,14,0.512
2021,11,20,10,46,35,0.511
2021,11,20,10,46,55,0.510
2021,11,20,10,47,16,0.511
2021,11,20,10,47,37,0.512
2021,11,20,10,47,58,0.513
2021,11,20,10,48,18,0.518
2021,11,20,10,48,39,0.523
2021,11,20,10,48,59,0.529
2021,11,20,10,49,20,0.536
2021,11,20,10,49,41,0.544
2021,11,20,10,50,01,0.553
2021,11,20,10,50,22,0.561
2021,11,20,10,50,42,0.568
2021,11,20,10,51,03,0.570
2021,11,20,10,51,24,0.571
2021,11,20,10,51,45,0.573
2021,11,20,10,52,05,0.587
2021,11,20,10,52,26,0.617
2021,11,20,10,52,47,0.622
2021,11,20,10,53,07,0.615
2021,11,20,10,53,28,0.614
2021,11,20,10,53,49,0.615
2021,11,20,10,54,09,0.612
2021,11,20,10,54,30,0.608
2021,11,20,10,54,51,0.603
2021,11,20,10,55,12,0.597
2021,11,20,10,55,32,0.582
2021,11,20,10,55,53,0.552
2021,11,20,10,56,14,0.540
2021,11,20,10,56,34,0.534
2021,11,20,10,56,55,0.525
2021,11,20,10,57,16,0.514
2021,11,20,10,57,37,0.509
2021,11,20,10,57,57,0.500
2021,11,20,10,58,18,0.485
2021,11,20,10,58,39,0.470
2021,11,20,10,58,59,0.464
2021,11,20,10,59,20,0.463
2021,11,20,10,59,41,0.460
2021,11,20,11,00,02,0.454
2021,11,20,11,00,22,0.463
2021,11,20,11,00,43,0.465
2021,11,20,11,01,04,0.458
2021,11,20,11,01,24,0.442
2021,11,20,11,01,45,0.438
2021,11,20,11,02,06,0.444
2021,11,20,11,02,26,0.458
2021,11,20,11,02,47,0.505
2021,11,20,11,03,08,0.484
2021,11,20,11,03,29,0.457
2021,11,20,11,03,49,0.451
2021,11,20,11,04,10,0.446
2021,11,20,11,04,31,0.447
2021,11,20,11,04,51,0.490
2021,11,20,11,05,12,0.474
2021,11,20,11,05,33,0.486
2021,11,20,11,05,54,0.485
2021,11,20,11,06,14,0.462
2021,11,20,11,06,35,0.464
2021,11,20,11,06,56,0.482
2021,11,20,11,07,16,0.410
2021,11,20,11,07,37,0.409
2021,11,20,11,07,58,0.404
2021,11,20,11,08,18,0.411
2021,11,20,11,08,39,0.400
2021,11,20,11,09,00,0.408
2021,11,20,11,09,20,0.409
2021,11,20,11,09,41,0.402
2021,11,20,11,10,02,0.395
2021,11,20,11,10,22,0.390
2021,11,20,11,10,43,0.393
2021,11,20,11,11,04,0.399
2021,11,20,11,11,24,0.410
2021,11,20,11,11,45,0.484
2021,11,20,11,12,06,0.496
2021,11,20,11,12,27,0.496
2021,11,20,11,12,47,0.485
2021,11,20,11,13,08,0.442
2021,11,20,11,13,29,0.456
2021,11,20,11,13,49,0.486
2021,11,20,11,14,10,0.509
